hhid,weight,account_num,account_type,district,urban,gender,age,hh_members,highest_grade_completed,mm_account_cancelled,prefer_cash,mm_trust,mm_account_telco,mm_account_telco_main,v234,agent_trust,v236,v237,v238,v240,v241,v242,v243,v244,v245,v246,mm_account
1001,145.94444,1,SACCO Account,District_A,Urban,male,32,1,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,no,yes,no,yes,,yes,no,yes
1001,145.94444,2,VSLA Account,District_A,Urban,male,32,1,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,no,yes,no,yes,,yes,no,yes
1002,122.90667,1,Mobile Money,District_B,Rural,male,32,4,primary 3,yes,yes,no,,,,no,,yes,yes,yes,no,no,no,,no,no,no
1002,122.90667,2,Bank Account,District_B,Rural,male,32,4,primary 3,yes,yes,no,,,,no,,yes,yes,yes,no,no,no,,no,no,no
1002,122.90667,3,VSLA Account,District_B,Rural,male,32,4,primary 3,yes,yes,no,,,,no,,yes,yes,yes,no,no,no,,no,no,no
1003,760.46191,1,Mobile Money,District_A,Urban,male,30,8,secondary 6,no,yes,no,Company_A,,yes,no,,no,yes,yes,yes,no,yes,yes,yes,no,yes
1003,760.46191,2,Bank Account,District_A,Urban,male,30,8,secondary 6,no,yes,no,Company_A,,yes,no,,no,yes,yes,yes,no,yes,yes,yes,no,yes
1004,433.96402,1,Mobile Money,District_A,Rural,male,68,4,primary 6,no,yes,no,Company_A,,no,no,,no,no,no,no,no,yes,,no,no,yes
1005,303.04395,1,None,District_C,Rural,female,28,2,primary 6,no,yes,no,Company_B,,yes,no,no,yes,yes,yes,yes,no,yes,,no,no,yes
1006,1053.4429,1,Mobile Money,District_B,Rural,female,36,7,primary 3,no,yes,,,,,,,,,,,,,,,,no
1007,259.29567,1,Mobile Money,District_C,Urban,female,66,7,primary 6,yes,yes,no,,,,,,no,yes,no,yes,no,no,,no,no,no
1007,259.29567,2,SACCO Account,District_C,Urban,female,66,7,primary 6,yes,yes,no,,,,,,no,yes,no,yes,no,no,,no,no,no
1007,259.29567,3,VSLA Account,District_C,Urban,female,66,7,primary 6,yes,yes,no,,,,,,no,yes,no,yes,no,no,,no,no,no
1008,673.10869,1,Mobile Money,District_B,Rural,male,52,5,primary 4,no,yes,no,Company_A Company_C,Company_A,yes,no,,yes,no,no,yes,no,no,,no,yes,yes
1008,673.10869,2,SACCO Account,District_B,Rural,male,52,5,primary 4,no,yes,no,Company_A Company_C,Company_A,yes,no,,yes,no,no,yes,no,no,,no,yes,yes
1009,471.62469,1,None,District_C,Rural,female,37,5,primary 6,yes,yes,no,,,,,,yes,yes,yes,no,no,yes,,no,no,no
1010,289.40952,1,Mobile Money,District_A,Urban,male,45,7,secondary 6,no,yes,no,Company_A Company_B Company_C,Company_A,yes,no,,yes,yes,yes,yes,no,yes,yes,no,no,yes
1010,289.40952,2,VSLA Account,District_A,Urban,male,45,7,secondary 6,no,yes,no,Company_A Company_B Company_C,Company_A,yes,no,,yes,yes,yes,yes,no,yes,yes,no,no,yes
1011,233.16049,1,Mobile Money,District_A,Rural,male,25,3,primary 5,no,yes,no,Company_A Company_B,Company_B,yes,yes,,yes,yes,yes,yes,no,no,,no,no,yes
1011,233.16049,2,Bank Account,District_A,Rural,male,25,3,primary 5,no,yes,no,Company_A Company_B,Company_B,yes,yes,,yes,yes,yes,yes,no,no,,no,no,yes
1011,233.16049,3,VSLA Account,District_A,Rural,male,25,3,primary 5,no,yes,no,Company_A Company_B,Company_B,yes,yes,,yes,yes,yes,yes,no,no,,no,no,yes
1012,1335.6165,1,Mobile Money,District_C,Rural,female,25,6,primary 6,no,no,yes,,,,,,,,,,,,,,,no
1012,1335.6165,2,SACCO Account,District_C,Rural,female,25,6,primary 6,no,no,yes,,,,,,,,,,,,,,,no
1012,1335.6165,3,VSLA Account,District_C,Rural,female,25,6,primary 6,no,no,yes,,,,,,,,,,,,,,,no
1013,157.29185,1,Mobile Money,District_C,Rural,female,20,1,primary 6,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,no,,no,no,yes
1013,157.29185,2,Bank Account,District_C,Rural,female,20,1,primary 6,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,no,,no,no,yes
1013,157.29185,3,SACCO Account,District_C,Rural,female,20,1,primary 6,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,no,,no,no,yes
1013,157.29185,4,VSLA Account,District_C,Rural,female,20,1,primary 6,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,no,,no,no,yes
1014,390.09477,1,Mobile Money,District_C,Rural,female,32,4,primary 3,no,yes,-97,,,,,,,,,,,,,,,no
1014,390.09477,2,MFI Account,District_C,Rural,female,32,4,primary 3,no,yes,-97,,,,,,,,,,,,,,,no
1014,390.09477,3,VSLA Account,District_C,Rural,female,32,4,primary 3,no,yes,-97,,,,,,,,,,,,,,,no
1015,224.36956,1,Mobile Money,District_B,Rural,female,31,5,,no,yes,no,Company_A,,yes,no,,no,yes,no,no,no,yes,,no,no,yes
1015,224.36956,2,SACCO Account,District_B,Rural,female,31,5,,no,yes,no,Company_A,,yes,no,,no,yes,no,no,no,yes,,no,no,yes
1016,301.16223,1,Mobile Money,District_B,Rural,male,24,3,primary 5,no,yes,no,,,,,,,,,,,,,,,no
1016,301.16223,2,SACCO Account,District_B,Rural,male,24,3,primary 5,no,yes,no,,,,,,,,,,,,,,,no
1016,301.16223,3,VSLA Account,District_B,Rural,male,24,3,primary 5,no,yes,no,,,,,,,,,,,,,,,no
1017,509.0963,1,Mobile Money,District_A,Urban,female,20,9,other,yes,yes,yes,,,,,,no,no,no,no,no,no,no,no,yes,no
1018,688.5538,1,VSLA Account,District_C,Rural,female,23,5,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,,,,,,,,,,yes
1019,192.6637,1,Mobile Money,District_C,Rural,female,45,3,primary 6,no,yes,no,Company_A Company_B Company_C,Company_B,yes,no,,yes,yes,no,yes,no,yes,yes,yes,no,yes
1019,192.6637,2,Bank Account,District_C,Rural,female,45,3,primary 6,no,yes,no,Company_A Company_B Company_C,Company_B,yes,no,,yes,yes,no,yes,no,yes,yes,yes,no,yes
1019,192.6637,3,SACCO Account,District_C,Rural,female,45,3,primary 6,no,yes,no,Company_A Company_B Company_C,Company_B,yes,no,,yes,yes,no,yes,no,yes,yes,yes,no,yes
1019,192.6637,4,VSLA Account,District_C,Rural,female,45,3,primary 6,no,yes,no,Company_A Company_B Company_C,Company_B,yes,no,,yes,yes,no,yes,no,yes,yes,yes,no,yes
1020,278.15822,1,SACCO Account,District_C,Rural,female,70,2,primary 1,no,,,,,,,,,,,,,,,,,no
1021,211.93007,1,Mobile Money,District_C,Urban,female,33,6,university,no,yes,yes,Company_A Company_B,Company_B,yes,no,no,yes,yes,no,no,no,yes,,no,no,yes
1021,211.93007,2,SACCO Account,District_C,Urban,female,33,6,university,no,yes,yes,Company_A Company_B,Company_B,yes,no,no,yes,yes,no,no,no,yes,,no,no,yes
1022,522.94434,1,Mobile Money,District_C,Rural,male,40,5,secondary 2,no,yes,no,Company_B,,,no,,no,no,no,yes,no,yes,,yes,no,yes
1022,522.94434,2,Bank Account,District_C,Rural,male,40,5,secondary 2,no,yes,no,Company_B,,,no,,no,no,no,yes,no,yes,,yes,no,yes
1022,522.94434,3,MFI Account,District_C,Rural,male,40,5,secondary 2,no,yes,no,Company_B,,,no,,no,no,no,yes,no,yes,,yes,no,yes
1022,522.94434,4,SACCO Account,District_C,Rural,male,40,5,secondary 2,no,yes,no,Company_B,,,no,,no,no,no,yes,no,yes,,yes,no,yes
1022,522.94434,5,VSLA Account,District_C,Rural,male,40,5,secondary 2,no,yes,no,Company_B,,,no,,no,no,no,yes,no,yes,,yes,no,yes
1023,216.59077,1,SACCO Account,District_B,Rural,male,24,3,primary 3,no,yes,no,Company_B,,yes,,,no,yes,no,yes,no,yes,yes,yes,no,yes
1024,210.97143,1,SACCO Account,District_A,Rural,female,23,3,university,no,yes,no,Company_A,,yes,no,no,no,yes,no,yes,no,yes,,no,no,yes
1024,210.97143,2,VSLA Account,District_A,Rural,female,23,3,university,no,yes,no,Company_A,,yes,no,no,no,yes,no,yes,no,yes,,no,no,yes
1025,1667.6888,1,Mobile Money,District_C,Rural,female,27,5,secondary 2,yes,yes,no,,,,no,,yes,no,yes,no,no,yes,,no,no,no
1025,1667.6888,2,Bank Account,District_C,Rural,female,27,5,secondary 2,yes,yes,no,,,,no,,yes,no,yes,no,no,yes,,no,no,no
1025,1667.6888,3,VSLA Account,District_C,Rural,female,27,5,secondary 2,yes,yes,no,,,,no,,yes,no,yes,no,no,yes,,no,no,no
1026,204.34289,1,Mobile Money,District_A,Rural,female,21,7,primary 5,no,yes,no,,,,,,,,,,,,,,,no
1026,204.34289,2,Bank Account,District_A,Rural,female,21,7,primary 5,no,yes,no,,,,,,,,,,,,,,,no
1026,204.34289,3,MFI Account,District_A,Rural,female,21,7,primary 5,no,yes,no,,,,,,,,,,,,,,,no
1026,204.34289,4,SACCO Account,District_A,Rural,female,21,7,primary 5,no,yes,no,,,,,,,,,,,,,,,no
1027,433.18154,1,None,District_B,Rural,female,21,4,primary 6,no,yes,no,Company_B,,no,no,,no,no,yes,no,no,no,,no,no,yes
1028,137.839,1,Mobile Money,District_A,Rural,male,24,5,primary 4,no,yes,no,Company_B,,no,no,,no,yes,no,no,no,no,,yes,no,yes
1029,108.19048,1,None,District_A,Urban,female,39,3,primary 6,no,yes,no,Company_A,,yes,no,no,yes,no,no,no,no,yes,yes,yes,no,yes
1030,3163.525,1,Mobile Money,District_B,Rural,male,26,3,primary 3,no,yes,no,,,,,,,,,,,,,,,no
1030,3163.525,2,SACCO Account,District_B,Rural,male,26,3,primary 3,no,yes,no,,,,,,,,,,,,,,,no
1031,216.59077,1,Mobile Money,District_B,Rural,female,37,5,primary 5,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,yes,,no,no,yes
1031,216.59077,2,Bank Account,District_B,Rural,female,37,5,primary 5,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,yes,,no,no,yes
1031,216.59077,3,SACCO Account,District_B,Rural,female,37,5,primary 5,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,yes,,no,no,yes
1031,216.59077,4,VSLA Account,District_B,Rural,female,37,5,primary 5,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,yes,,no,no,yes
1032,231.95012,1,Mobile Money,District_B,Rural,female,39,6,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,yes,yes,no,no,,no,no,yes
1032,231.95012,2,Bank Account,District_B,Rural,female,39,6,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,yes,yes,no,no,,no,no,yes
1032,231.95012,3,VSLA Account,District_B,Rural,female,39,6,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,yes,yes,no,no,,no,no,yes
1033,1018.9576,1,Mobile Money,District_A,Urban,female,49,7,secondary 6,no,yes,no,Company_A,,no,yes,,no,yes,no,no,no,yes,,no,no,yes
1033,1018.9576,2,Bank Account,District_A,Urban,female,49,7,secondary 6,no,yes,no,Company_A,,no,yes,,no,yes,no,no,no,yes,,no,no,yes
1033,1018.9576,3,SACCO Account,District_A,Urban,female,49,7,secondary 6,no,yes,no,Company_A,,no,yes,,no,yes,no,no,no,yes,,no,no,yes
1034,163.97105,1,Mobile Money,District_B,Rural,female,25,3,primary 1,yes,yes,no,,,,,,no,no,no,no,no,no,,no,no,no
1034,163.97105,2,Bank Account,District_B,Rural,female,25,3,primary 1,yes,yes,no,,,,,,no,no,no,no,no,no,,no,no,no
1034,163.97105,3,VSLA Account,District_B,Rural,female,25,3,primary 1,yes,yes,no,,,,,,no,no,no,no,no,no,,no,no,no
1035,573.03776,1,Mobile Money,District_B,Rural,female,50,3,primary 5,no,yes,no,Company_A Company_B,Company_B,yes,no,,no,no,no,no,no,no,,yes,no,yes
1035,573.03776,2,Bank Account,District_B,Rural,female,50,3,primary 5,no,yes,no,Company_A Company_B,Company_B,yes,no,,no,no,no,no,no,no,,yes,no,yes
1035,573.03776,3,SACCO Account,District_B,Rural,female,50,3,primary 5,no,yes,no,Company_A Company_B,Company_B,yes,no,,no,no,no,no,no,no,,yes,no,yes
1035,573.03776,4,VSLA Account,District_B,Rural,female,50,3,primary 5,no,yes,no,Company_A Company_B,Company_B,yes,no,,no,no,no,no,no,no,,yes,no,yes
1036,211.1408,1,Bank Account,District_B,Rural,male,44,7,,no,yes,no,Company_A,,yes,yes,,yes,no,yes,yes,no,no,,no,no,yes
1036,211.1408,2,SACCO Account,District_B,Rural,male,44,7,,no,yes,no,Company_A,,yes,yes,,yes,no,yes,yes,no,no,,no,no,yes
1037,662.4722,1,SACCO Account,District_C,Rural,female,40,4,primary 6,no,yes,,,,,,,,,,,,,,,,no
1038,443.20889,1,VSLA Account,District_B,Rural,female,24,5,secondary 6,no,yes,no,Company_A Company_B,Company_B,yes,yes,,no,yes,no,yes,no,no,yes,no,no,yes
1039,192.93968,1,None,District_A,Urban,female,59,5,tvet,no,yes,yes,Company_A,,no,no,,yes,no,no,yes,no,yes,,no,no,yes
1040,211.05185,1,Mobile Money,District_B,Rural,female,28,4,primary 2,no,yes,no,Company_A Company_B,Company_B,yes,no,,no,yes,no,no,no,yes,,yes,no,yes
1040,211.05185,2,Bank Account,District_B,Rural,female,28,4,primary 2,no,yes,no,Company_A Company_B,Company_B,yes,no,,no,yes,no,no,no,yes,,yes,no,yes
1041,305.83673,1,Mobile Money,District_C,Rural,female,58,2,primary 4,no,yes,no,Company_B,,yes,no,,no,no,no,no,no,yes,,no,no,yes
1041,305.83673,2,Bank Account,District_C,Rural,female,58,2,primary 4,no,yes,no,Company_B,,yes,no,,no,no,no,no,no,yes,,no,no,yes
1041,305.83673,3,SACCO Account,District_C,Rural,female,58,2,primary 4,no,yes,no,Company_B,,yes,no,,no,no,no,no,no,yes,,no,no,yes
1042,646.67991,1,Mobile Money,District_C,Rural,female,26,5,primary 5,no,yes,no,Company_B,,yes,no,,yes,yes,no,no,no,no,,no,no,yes
1042,646.67991,2,SACCO Account,District_C,Rural,female,26,5,primary 5,no,yes,no,Company_B,,yes,no,,yes,yes,no,no,no,no,,no,no,yes
1042,646.67991,3,VSLA Account,District_C,Rural,female,26,5,primary 5,no,yes,no,Company_B,,yes,no,,yes,yes,no,no,no,no,,no,no,yes
1043,216.59077,1,Mobile Money,District_B,Rural,male,60,4,primary 1,no,yes,no,Company_A Company_B,Company_A,yes,yes,,yes,no,yes,no,no,no,,no,no,yes
1043,216.59077,2,Bank Account,District_B,Rural,male,60,4,primary 1,no,yes,no,Company_A Company_B,Company_A,yes,yes,,yes,no,yes,no,no,no,,no,no,yes
1043,216.59077,3,SACCO Account,District_B,Rural,male,60,4,primary 1,no,yes,no,Company_A Company_B,Company_A,yes,yes,,yes,no,yes,no,no,no,,no,no,yes
1043,216.59077,4,VSLA Account,District_B,Rural,male,60,4,primary 1,no,yes,no,Company_A Company_B,Company_A,yes,yes,,yes,no,yes,no,no,no,,no,no,yes
1044,266.7321,1,Mobile Money,District_A,Rural,female,24,3,secondary 6,no,no,no,Company_A Company_B,Company_A,no,no,,yes,no,yes,yes,no,yes,yes,no,no,yes
1044,266.7321,2,SACCO Account,District_A,Rural,female,24,3,secondary 6,no,no,no,Company_A Company_B,Company_A,no,no,,yes,no,yes,yes,no,yes,yes,no,no,yes
1045,229.13024,1,Mobile Money,District_C,Rural,female,65,4,primary 6,no,yes,no,Company_A Company_B,Company_B,no,,,yes,no,no,no,no,no,,no,no,yes
1045,229.13024,2,Bank Account,District_C,Rural,female,65,4,primary 6,no,yes,no,Company_A Company_B,Company_B,no,,,yes,no,no,no,no,no,,no,no,yes
1045,229.13024,3,SACCO Account,District_C,Rural,female,65,4,primary 6,no,yes,no,Company_A Company_B,Company_B,no,,,yes,no,no,no,no,no,,no,no,yes
1045,229.13024,4,VSLA Account,District_C,Rural,female,65,4,primary 6,no,yes,no,Company_A Company_B,Company_B,no,,,yes,no,no,no,no,no,,no,no,yes
1046,367.52935,1,Mobile Money,District_B,Rural,female,35,4,primary 1,no,yes,yes,Company_B,,yes,,,yes,yes,yes,yes,yes,no,,no,no,yes
1047,196.72117,1,None,District_C,Rural,male,31,6,tvet,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,yes,,yes,no,yes
1048,1125.6099,1,Mobile Money,District_B,Rural,female,60,3,,no,yes,no,,,,,,,,,,,,,,,no
1048,1125.6099,2,SACCO Account,District_B,Rural,female,60,3,,no,yes,no,,,,,,,,,,,,,,,no
1048,1125.6099,3,VSLA Account,District_B,Rural,female,60,3,,no,yes,no,,,,,,,,,,,,,,,no
1049,1169.0894,1,Mobile Money,District_C,Rural,female,47,7,primary 6,no,yes,,,,,,,,,,,,,,,,no
1049,1169.0894,2,MFI Account,District_C,Rural,female,47,7,primary 6,no,yes,,,,,,,,,,,,,,,,no
1049,1169.0894,3,SACCO Account,District_C,Rural,female,47,7,primary 6,no,yes,,,,,,,,,,,,,,,,no
1050,801.16089,1,Mobile Money,District_C,Rural,female,48,2,,yes,yes,no,,,,,,no,yes,no,,,no,,no,no,no
1050,801.16089,2,SACCO Account,District_C,Rural,female,48,2,,yes,yes,no,,,,,,no,yes,no,,,no,,no,no,no
1050,801.16089,3,VSLA Account,District_C,Rural,female,48,2,,yes,yes,no,,,,,,no,yes,no,,,no,,no,no,no
1051,239.47429,1,Mobile Money,District_C,Rural,male,58,3,primary 6,yes,yes,yes,,,,,,,,,,,,,,,no
1051,239.47429,2,MFI Account,District_C,Rural,male,58,3,primary 6,yes,yes,yes,,,,,,,,,,,,,,,no
1052,578.75569,1,Mobile Money,District_B,Rural,male,23,5,primary 6,no,yes,no,Company_A Company_C,Company_A,yes,no,,yes,yes,no,no,no,no,,no,no,yes
1052,578.75569,2,Bank Account,District_B,Rural,male,23,5,primary 6,no,yes,no,Company_A Company_C,Company_A,yes,no,,yes,yes,no,no,no,no,,no,no,yes
1052,578.75569,3,SACCO Account,District_B,Rural,male,23,5,primary 6,no,yes,no,Company_A Company_C,Company_A,yes,no,,yes,yes,no,no,no,no,,no,no,yes
1052,578.75569,4,VSLA Account,District_B,Rural,male,23,5,primary 6,no,yes,no,Company_A Company_C,Company_A,yes,no,,yes,yes,no,no,no,no,,no,no,yes
1053,112.18478,1,Mobile Money,District_B,Rural,female,72,2,,no,yes,no,Company_B,,no,,,no,yes,no,no,no,no,,no,no,yes
1053,112.18478,2,SACCO Account,District_B,Rural,female,72,2,,no,yes,no,Company_B,,no,,,no,yes,no,no,no,no,,no,no,yes
1054,1702.2592,1,None,District_B,Rural,female,28,2,,no,yes,no,,,,,,,,,,,,,,,no
1055,853.47925,1,Mobile Money,District_C,Rural,female,21,8,secondary 3,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,yes,,no,no,yes
1055,853.47925,2,Bank Account,District_C,Rural,female,21,8,secondary 3,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,yes,,no,no,yes
1055,853.47925,3,VSLA Account,District_C,Rural,female,21,8,secondary 3,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,yes,,no,no,yes
1056,284.43826,1,VSLA Account,District_A,Urban,male,25,8,primary 6,no,yes,no,Company_A Company_B Company_C,Company_A,yes,no,no,no,no,no,yes,no,yes,,yes,no,yes
1057,521.87367,1,Bank Account,District_B,Rural,male,33,6,,no,yes,no,,,,,,,,,,,,,,,no
1057,521.87367,2,VSLA Account,District_B,Rural,male,33,6,,no,yes,no,,,,,,,,,,,,,,,no
1058,63.637037,1,Mobile Money,District_A,Urban,female,66,7,primary 4,yes,no,,,,,,,,,,,,,,,,no
1059,283.23302,1,Mobile Money,District_A,Urban,male,32,2,primary 3,no,yes,no,Company_A Company_B,Company_A,yes,no,,no,yes,no,yes,no,yes,yes,no,no,yes
1059,283.23302,2,Bank Account,District_A,Urban,male,32,2,primary 3,no,yes,no,Company_A Company_B,Company_A,yes,no,,no,yes,no,yes,no,yes,yes,no,no,yes
1059,283.23302,3,SACCO Account,District_A,Urban,male,32,2,primary 3,no,yes,no,Company_A Company_B,Company_A,yes,no,,no,yes,no,yes,no,yes,yes,no,no,yes
1059,283.23302,4,VSLA Account,District_A,Urban,male,32,2,primary 3,no,yes,no,Company_A Company_B,Company_A,yes,no,,no,yes,no,yes,no,yes,yes,no,no,yes
1060,291.88889,1,Mobile Money,District_A,Urban,female,62,3,secondary 3,no,yes,no,Company_A,,no,no,,yes,yes,no,yes,yes,yes,,no,no,yes
1060,291.88889,2,SACCO Account,District_A,Urban,female,62,3,secondary 3,no,yes,no,Company_A,,no,no,,yes,yes,no,yes,yes,yes,,no,no,yes
1060,291.88889,3,VSLA Account,District_A,Urban,female,62,3,secondary 3,no,yes,no,Company_A,,no,no,,yes,yes,no,yes,yes,yes,,no,no,yes
1061,308.39283,1,Mobile Money,District_C,Rural,male,31,4,primary 6,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,yes,,no,no,yes
1061,308.39283,2,Bank Account,District_C,Rural,male,31,4,primary 6,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,yes,,no,no,yes
1062,2089.3462,1,Mobile Money,District_C,Rural,female,51,3,,no,yes,no,,,,,,,,,,,,,,,no
1062,2089.3462,2,SACCO Account,District_C,Rural,female,51,3,,no,yes,no,,,,,,,,,,,,,,,no
1062,2089.3462,3,VSLA Account,District_C,Rural,female,51,3,,no,yes,no,,,,,,,,,,,,,,,no
1063,180.51396,1,VSLA Account,District_A,Urban,female,28,5,primary 6,yes,yes,no,,,,,,yes,yes,no,yes,no,yes,,no,no,no
1064,281.29524,1,SACCO Account,District_A,Rural,female,30,6,primary 3,no,yes,no,Company_B Company_C,Company_B,yes,no,,yes,yes,no,yes,no,yes,,no,no,yes
1064,281.29524,2,VSLA Account,District_A,Rural,female,30,6,primary 3,no,yes,no,Company_B Company_C,Company_B,yes,no,,yes,yes,no,yes,no,yes,,no,no,yes
1065,111.34603,1,Mobile Money,District_A,Rural,female,33,7,,no,yes,no,,,,,,,,,,,,,,,no
1065,111.34603,2,Bank Account,District_A,Rural,female,33,7,,no,yes,no,,,,,,,,,,,,,,,no
1066,186.52551,1,Mobile Money,District_B,Rural,male,79,5,,no,yes,no,Company_A,,,no,,no,no,no,no,no,no,,no,no,yes
1066,186.52551,2,SACCO Account,District_B,Rural,male,79,5,,no,yes,no,Company_A,,,no,,no,no,no,no,no,no,,no,no,yes
1067,448.73912,1,Bank Account,District_B,Rural,male,35,5,primary 3,no,yes,no,Company_A,,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,no,yes
1067,448.73912,2,VSLA Account,District_B,Rural,male,35,5,primary 3,no,yes,no,Company_A,,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,no,yes
1068,611.67347,1,Mobile Money,District_C,Rural,male,48,5,university,no,yes,yes,,,,,,,yes,yes,,no,,,,no,no
1069,528.83049,1,None,District_C,Rural,male,23,4,secondary 2,no,yes,no,Company_B,,no,,,no,yes,no,yes,no,no,,no,no,yes
1070,264.95284,1,Bank Account,District_B,Rural,female,28,4,primary 4,no,yes,no,,,,,,,,,,,,,,,no
1070,264.95284,2,MFI Account,District_B,Rural,female,28,4,primary 4,no,yes,no,,,,,,,,,,,,,,,no
1070,264.95284,3,SACCO Account,District_B,Rural,female,28,4,primary 4,no,yes,no,,,,,,,,,,,,,,,no
1070,264.95284,4,VSLA Account,District_B,Rural,female,28,4,primary 4,no,yes,no,,,,,,,,,,,,,,,no
1071,491.01151,1,Mobile Money,District_B,Rural,female,38,6,,no,yes,,,,,,,,,,,,,,,,no
1071,491.01151,2,SACCO Account,District_B,Rural,female,38,6,,no,yes,,,,,,,,,,,,,,,,no
1072,331.89846,1,VSLA Account,District_C,Rural,male,65,5,,no,yes,no,,,,,,,,,,,,,,,no
1073,255.37954,1,SACCO Account,District_B,Rural,male,29,4,primary 1,yes,yes,,,,,,,yes,yes,no,no,no,yes,,no,no,no
1073,255.37954,2,VSLA Account,District_B,Rural,male,29,4,primary 1,yes,yes,,,,,,,yes,yes,no,no,no,yes,,no,no,no
1074,265.27473,1,Mobile Money,District_A,Rural,male,32,3,tvet,no,yes,no,Company_B,,yes,no,no,no,yes,no,no,no,yes,,yes,no,yes
1074,265.27473,2,Bank Account,District_A,Rural,male,32,3,tvet,no,yes,no,Company_B,,yes,no,no,no,yes,no,no,no,yes,,yes,no,yes
1075,213.87654,1,Mobile Money,District_A,Urban,male,43,1,secondary 3,no,yes,yes,Company_A,,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,no,yes
1075,213.87654,2,VSLA Account,District_A,Urban,male,43,1,secondary 3,no,yes,yes,Company_A,,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,no,yes
1076,214.48889,1,Mobile Money,District_C,Rural,male,43,6,primary 6,no,yes,no,Company_B,,no,no,,no,no,no,yes,no,yes,,no,no,yes
1076,214.48889,2,Bank Account,District_C,Rural,male,43,6,primary 6,no,yes,no,Company_B,,no,no,,no,no,no,yes,no,yes,,no,no,yes
1077,176.62652,1,Bank Account,District_A,Rural,female,31,4,primary 2,no,yes,no,Company_B Company_C,Company_C,yes,,,no,yes,no,no,no,yes,,no,no,yes
1077,176.62652,2,SACCO Account,District_A,Rural,female,31,4,primary 2,no,yes,no,Company_B Company_C,Company_C,yes,,,no,yes,no,no,no,yes,,no,no,yes
1077,176.62652,3,VSLA Account,District_A,Rural,female,31,4,primary 2,no,yes,no,Company_B Company_C,Company_C,yes,,,no,yes,no,no,no,yes,,no,no,yes
1078,493.98843,1,Mobile Money,District_B,Rural,female,46,6,primary 3,yes,,yes,,,,,,,,,,,,,,,no
1078,493.98843,2,VSLA Account,District_B,Rural,female,46,6,primary 3,yes,,yes,,,,,,,,,,,,,,,no
1079,158.79677,1,Mobile Money,District_B,Rural,female,26,3,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,no,yes,no,no,no,yes,,no,no,yes
1079,158.79677,2,Bank Account,District_B,Rural,female,26,3,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,no,yes,no,no,no,yes,,no,no,yes
1079,158.79677,3,VSLA Account,District_B,Rural,female,26,3,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,no,yes,no,no,no,yes,,no,no,yes
1080,249.18064,1,Mobile Money,District_B,Rural,female,26,5,secondary 6,no,yes,no,Company_B,,no,,,no,no,no,no,no,no,,no,no,yes
1080,249.18064,2,Bank Account,District_B,Rural,female,26,5,secondary 6,no,yes,no,Company_B,,no,,,no,no,no,no,no,no,,no,no,yes
1080,249.18064,3,MFI Account,District_B,Rural,female,26,5,secondary 6,no,yes,no,Company_B,,no,,,no,no,no,no,no,no,,no,no,yes
1080,249.18064,4,VSLA Account,District_B,Rural,female,26,5,secondary 6,no,yes,no,Company_B,,no,,,no,no,no,no,no,no,,no,no,yes
1081,337.16148,1,SACCO Account,District_C,Rural,male,27,3,secondary 6,no,yes,no,Company_B,,yes,yes,,yes,yes,no,yes,no,yes,yes,yes,yes,yes
1081,337.16148,2,VSLA Account,District_C,Rural,male,27,3,secondary 6,no,yes,no,Company_B,,yes,yes,,yes,yes,no,yes,no,yes,yes,yes,yes,yes
1082,229.90475,1,SACCO Account,District_A,Rural,male,32,7,secondary 4,no,yes,no,Company_A,,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes
1082,229.90475,2,VSLA Account,District_A,Rural,male,32,7,secondary 4,no,yes,no,Company_A,,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes
1083,357.3637,1,Mobile Money,District_A,Urban,male,19,4,secondary 5,no,yes,no,Company_A,,no,,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes
